marka,model,ostecenje,snaga,registrovan,kilometraza,kubikaza,gorivo,mjenjac,god,cena
Volvo,S90,Bez oštećenja,149,Da,162000,1969,Dizel,Automatski,2018,24000
BMW,520,Bez oštećenja,190,Da,173000,2561,Dizel,Automatski,2017,31000
Volkswagen,Tiguan,Bez oštećenja,149,Da,170000,2000,Dizel,Automatski,2022,27000
Audi,A5,Bez oštećenja,170,Da,200000,1998,Dizel,Automatski,2010,13500
Volkswagen,Tiguan Allspace,Bez oštećenja,150,Da,245000,1968,Dizel,Tiptronik,2019,23900
Volkswagen,Tiguan,Bez oštećenja,200,Da,130000,2000,Dizel,Automatski,2022,40900
Opel,Grandland X,Bez oštećenja,130,Da,178000,1500,Dizel,Automatski,2019,14250
Renault,Megane,Bez oštećenja,106,Da,267000,1500,Dizel,Manuelni,2009,4000
Audi,A7,Bez oštećenja,272,Da,188000,3000,Dizel,Automatski,2016,22000
KGM,REXTON,Bez oštećenja,165,Da,300000,2700,Dizel,Automatski,2004,2150
BMW,525,Bez oštećenja,204,Da,265000,2993,Dizel,Automatski,2011,13700
Volkswagen,Passat,Bez oštećenja,140,Da,260,2000,Dizel,Manuelni,2007,3500
Volkswagen,Golf 7,Bez oštećenja,150,Ne,239764,2000,Dizel,Automatski,2012,11400
Toyota,Hilux,Bez oštećenja,204,Da,11500,2800,Dizel,Automatski,2024,51000
Mercedes Benz,C 200,Bez oštećenja,136,Da,308020,2148,Dizel,Manuelni,2007,6500
Mercedes Benz,B 180,Bez oštećenja,108,Da,171105,1500,Dizel,Automatski,2018,15500
Volkswagen,Golf 6,Bez oštećenja,104,Da,239538,1560,Dizel,Manuelni,2011,6745
Škoda,Karoq,Bez oštećenja,115,Da,153000,1998,Dizel,Automatski,2021,19600
Nissan,Qashqai,Bez oštećenja,106,Da,243000,1439,Dizel,Manuelni,2007,6500
Mitsubishi,Outlander,Bez oštećenja,140,Da,260000,2248,Dizel,Manuelni,2012,7700
Citroen,C3,Bez oštećenja,102,Da,144000,1500,Dizel,Manuelni,2021,10700
Volkswagen,Touran,Bez oštećenja,140,Da,240000,2000,Dizel,Automatski,2011,9300
Volkswagen,Golf 7,Bez oštećenja,140,Da,195232,1998,Dizel,Manuelni,2013,11900
Volkswagen,Golf Sportsvan,Bez oštećenja,149,Da,255000,2000,Dizel,Automatski,2015,11900
Volkswagen,Passat,Bez oštećenja,104,Da,241000,1600,Dizel,Automatski,2014,9400
Opel,Insignia,Bez oštećenja,119,Da,224000,1956,Dizel,Manuelni,2013,7500
Volkswagen,Passat CC,Bez oštećenja,140,Da,237000,1968,Dizel,Automatski,2008,8500
Mercedes Benz,C 250,Bez oštećenja,204,Da,240000,2143,Dizel,Automatski,2011,11500
Volkswagen,Phaeton,Bez oštećenja,239,Da,246000,2993,Dizel,Automatski,2011,12500
Audi,A6,Bez oštećenja,190,Da,228900,1968,Dizel,Automatski,2016,19500
BMW,530,Bez oštećenja,258,Da,217000,2997,Dizel,Automatski,2011,16800
Citroen,C3,Bez oštećenja,111,Da,231000,1600,Dizel,Manuelni,2010,4600
Volkswagen,Golf 6,Bez oštećenja,170,Da,267931,1987,Dizel,Automatski,2009,11000
Volkswagen,Golf 4,Bez oštećenja,100,Da,398000,1869,Dizel,Manuelni,2002,2199
Volkswagen,Golf Sportsvan,Bez oštećenja,110,Da,195837,1600,Dizel,Manuelni,2015,11500
Renault,Megane,Bez oštećenja,106,Da,279000,1500,Dizel,Manuelni,2009,4000
BMW,530,Bez oštećenja,258,Da,217000,2997,Dizel,Automatski,2011,16800
Citroen,C3,Bez oštećenja,111,Da,231000,1600,Dizel,Manuelni,2010,4600
Volkswagen,Golf 6,Bez oštećenja,170,Da,267931,1987,Dizel,Automatski,2009,11000
Volkswagen,Golf 4,Bez oštećenja,100,Da,398000,1869,Dizel,Manuelni,2002,2199
Volkswagen,Golf Sportsvan,Bez oštećenja,110,Da,195837,1600,Dizel,Manuelni,2015,11500
Renault,Megane,Bez oštećenja,106,Da,279000,1500,Dizel,Manuelni,2009,4000
Renault,Clio,Bez oštećenja,86,Da,235000,1461,Dizel,Manuelni,2008,2500
BMW,530,Bez oštećenja,235,Da,270000,2999,Dizel,Automatski,2007,10000
Seat,Altea XL,Bez oštećenja,104,Ne,270000,1600,Dizel,Manuelni,2012,5150
Volkswagen,Golf 8,Bez oštećenja,150,Da,174000,1968,Dizel,Automatski,2020,20800
Škoda,Yeti,Bez oštećenja,110,Da,229000,2000,Dizel,Manuelni,2013,8900
Volkswagen,Eos,Bez oštećenja,140,Da,280000,20,Dizel,Manuelni,2008,6000
Mercedes Benz,B 180,Bez oštećenja,115,Da,1,1950,Dizel,Automatski,2021,21000
Volkswagen,Passat,Bez oštećenja,105,Da,285000,1600,Dizel,Manuelni,2011,7900
Audi,A4,Bez oštećenja,179,Da,268000,2000,Benzin,Manuelni,2009,7200
Toyota,Avensis,Bez oštećenja,127,Da,184890,2000,Dizel,Manuelni,2010,6800
Volkswagen,Passat,Bez oštećenja,140,Da,308000,1968,Dizel,Manuelni,2005,5500
Opel,Insignia,Bez oštećenja,136,Da,280000,2000,Dizel,Automatski,2011,4950
Renault,Clio,Bez oštećenja,86,Ne,162000,1461,Dizel,Manuelni,2020,9800
Volkswagen,Amarok,Bez oštećenja,179,Da,358000,1989,Dizel,Manuelni,2013,16500
Volkswagen,Passat,Bez oštećenja,104,Da,250000,1600,Dizel,Manuelni,2012,7100
Citroen,Xsara Picasso,Bez oštećenja,90,Da,340000,1600,Dizel,Manuelni,2006,1000
Audi,A5,Bez oštećenja,170,Da,224000,2000,Dizel,Manuelni,2010,10950
Renault,Kangoo,Bez oštećenja,90,Ne,216635,1461,Dizel,Manuelni,2013,7350
BMW,320,Bez oštećenja,163,Da,228000,2000,Dizel,Automatski,2015,16999
Volkswagen,Passat,Bez oštećenja,140,Da,286000,2000,Dizel,Manuelni,2007,4450
Citroen,C2,Bez oštećenja,68,Da,300000,1400,Dizel,Manuelni,2008,3299
Zastava,Yugo 55,Bez oštećenja,52,Da,111111111,1100,Benzin+Plin,Manuelni,2008,45000
Renault,Megane,Bez oštećenja,90,Da,300000,1500,Dizel,Manuelni,2010,3800
Mercedes Benz,A 150,Bez oštećenja,74,Ne,210000,1400,Benzin,Manuelni,2005,3150
Peugeot,407,Bez oštećenja,136,Da,3,2000,Dizel,Manuelni,2005,2700
Volkswagen,Golf 4,Bez oštećenja,101,Da,420000,1900,Dizel,Manuelni,2001,2400
Volkswagen,Passat CC,Bez oštećenja,170,Da,180000,1968,Dizel,Manuelni,2015,15700
Audi,A4,Bez oštećenja,142,Da,225000,1998,Dizel,Automatski,2012,10700
Nissan,Qashqai,Bez oštećenja,130,Da,179008,1596,Dizel,Manuelni,2015,14600
Renault,Grand Scenic,Bez oštećenja,110,Da,213500,1500,Dizel,Manuelni,2013,6400
Mercedes Benz,A 150,Bez oštećenja,74,Ne,210000,1400,Benzin,Manuelni,2005,3150
Peugeot,407,Bez oštećenja,136,Da,3,2000,Dizel,Manuelni,2005,2700
Volkswagen,Golf 4,Bez oštećenja,101,Da,420000,1900,Dizel,Manuelni,2001,2400
Volkswagen,Passat CC,Bez oštećenja,170,Da,180000,1968,Dizel,Manuelni,2015,15700
Audi,A4,Bez oštećenja,142,Da,225000,1998,Dizel,Automatski,2012,10700
Nissan,Qashqai,Bez oštećenja,130,Da,179008,1596,Dizel,Manuelni,2015,14600
Renault,Grand Scenic,Bez oštećenja,110,Da,213500,1500,Dizel,Manuelni,2013,6400
Nissan,Qashqai,Bez oštećenja,110,Da,211000,1461,Dizel,Manuelni,2011,8100
Renault,Clio,Bez oštećenja,90,Da,204000,1500,Dizel,Manuelni,2019,8500
Opel,Astra,Bez oštećenja,81,Da,222222,1996,Dizel,Manuelni,2000,1550
Ford,S-Max,Bez oštećenja,140,Da,295450,2000,Dizel,Manuelni,2008,4450
Volkswagen,Polo,Bez oštećenja,100,Da,297000,1899,Dizel,Manuelni,2006,3600
BMW,316,Bez oštećenja,104,Da,200000,1600,Benzin,Manuelni,1987,5500
Renault,Clio,Bez oštećenja,86,Ne,170000,1500,Dizel,Manuelni,2019,9250
Renault,Clio,Bez oštećenja,75,Da,194000,1461,Dizel,Manuelni,2017,7399
Mini,Cooper,Bez oštećenja,97,Da,203500,1599,Benzin,Manuelni,2010,6400
Mazda,CX-5,Bez oštećenja,150,Ne,196000,2191,Dizel,Manuelni,2018,17400
Citroen,C4,Bez oštećenja,110,Ne,170966,1499,Dizel,Manuelni,2021,14900
Volkswagen,Passat,Bez oštećenja,150,Ne,202332,1968,Dizel,Automatski,2021,21700
Nissan,X-Trail,Bez oštećenja,177,Ne,188296,1995,Dizel,Automatski,2018,17900
Audi,A6,Bez oštećenja,190,Da,219000,2000,Dizel,Tiptronik,2014,16000
Peugeot,308,Bez oštećenja,109,Da,275000,1560,Dizel,Manuelni,2009,3100
Volkswagen,Golf 5,Bez oštećenja,104,Da,324000,1900,Dizel,Manuelni,2007,4300
Volkswagen,Polo,Bez oštećenja,69,Da,295540,1422,Dizel,Manuelni,2007,3400
Ford,Focus,Bez oštećenja,100,Da,139318,998,Benzin,Manuelni,2019,10999
Fiat,500,Bez oštećenja,75,Da,201935,1248,Dizel,Manuelni,2009,5500
Renault,Kadjar,Bez oštećenja,110,Da,144000,1500,Dizel,Manuelni,2015,13000
Volkswagen,Passat,Bez oštećenja,140,Da,245000,2000,Dizel,Automatski,2011,7800
Mercedes Benz,A 140,Bez oštećenja,82,Da,220000,1397,Benzin,Manuelni,2000,2100
Audi,A3,Bez oštećenja,104,Ne,196000,1600,Dizel,Manuelni,2012,8300
Mercedes Benz,200,Bez oštećenja,72,Da,254864,2000,Dizel,Automatski,1989,3700
Volkswagen,Beetle,Bez oštećenja,115,Da,254864,1989,Benzin,Automatski,2001,2200
Audi,A6,Bez oštećenja,140,Da,268459,1986,Dizel,Manuelni,2007,6400
BMW,730,Bez oštećenja,245,Da,252000,2980,Dizel,Automatski,2012,15750
Renault,Scenic,Bez oštećenja,86,Da,325000,1500,Dizel,Manuelni,2007,1850
Renault,Kangoo,Bez oštećenja,75,Ne,240000,1500,Dizel,Manuelni,2018,7200
Audi,A6,Bez oštećenja,140,Da,268459,1986,Dizel,Manuelni,2007,6400
BMW,730,Bez oštećenja,245,Da,252000,2980,Dizel,Automatski,2012,15750
Renault,Scenic,Bez oštećenja,86,Da,325000,1500,Dizel,Manuelni,2007,1850
Renault,Kangoo,Bez oštećenja,75,Ne,240000,1500,Dizel,Manuelni,2018,7200
Mini,Cooper,Bez oštećenja,136,Da,16000,1500,Benzin,Automatski,2022,32000
Mini,Cooper SD,Bez oštećenja,142,Da,209000,1995,Dizel,Manuelni,2013,11500
Audi,A3,Bez oštećenja,149,Da,211000,2000,Dizel,Automatski,2019,21490
Audi,A6,Bez oštećenja,239,Da,265732,3000,Dizel,Automatski,2011,8700
Ford,Mondeo,Bez oštećenja,119,Da,238728,1500,Dizel,Manuelni,2016,11300
Volvo,V60,Bez oštećenja,114,Da,240000,1600,Dizel,Manuelni,2012,8000
Tesla,Model S,Bez oštećenja,323,Da,90508,,Električno,,2016,31000
Peugeot,3008,Bez oštećenja,110,Da,286000,1600,Dizel,Automatski,2010,5500
BMW,530,Bez oštećenja,258,Da,295000,2993,Dizel,Automatski,2013,21000
Volkswagen,Passat,Bez oštećenja,140,Ne,255000,1968,Dizel,Automatski,2011,8850
BMW,320,Bez oštećenja,190,Da,192500,1998,Hibrid dizel,Automatski,2021,29990
Škoda,Octavia,Bez oštećenja,90,Da,285000,1896,Dizel,Manuelni,2009,5800
Renault,Laguna,Bez oštećenja,150,Da,208593,2000,Dizel,Automatski,2008,4400
Škoda,Praktik,Bez oštećenja,89,Ne,258000,1586,Dizel,Manuelni,2011,4400
Fiat,500,Bez oštećenja,86,Da,186384,900,Benzin,Manuelni,2013,6500
Volkswagen,Golf 5,Bez oštećenja,105,Da,306000,1900,Dizel,Manuelni,2007,4200
Audi,A6,Bez oštećenja,149,Da,243000,2000,Dizel,Automatski,2016,21990
BMW,X5,Bez oštećenja,286,Da,333000,2986,Dizel,Automatski,2008,11900
Mercedes Benz,GLE 350,Bez oštećenja,272,Da,100000,2925,Dizel,Tiptronik,2019,58400
Nissan,Qashqai,Bez oštećenja,115,Da,144000,1500,Dizel,Manuelni,2018,17500
Volkswagen,Tiguan,Bez oštećenja,149,Da,151000,20,Dizel,Automatski,2018,24000
Mercedes Benz,C 200,Bez oštećenja,134,Da,260000,2148,Dizel,Automatski,2009,8500
Nissan,Note,Bez oštećenja,110,Da,160000,1600,Benzin,Automatski,2012,5900
Renault,Laguna,Bez oštećenja,155,Da,210000,2000,Dizel,Manuelni,2007,2800
Land Rover,Range Rover Evoque,Bez oštećenja,149,Da,184853,2179,Dizel,Manuelni,2013,17200
Nissan,Note,Bez oštećenja,89,Ne,221000,1500,Dizel,Manuelni,2013,5550
Toyota,iQ,Bez oštećenja,97,Da,209000,1300,Benzin,Automatski,2009,6200
Volkswagen,Passat,Bez oštećenja,140,Ne,239000,2000,Dizel,Manuelni,2011,6800
Renault,Austral,Bez oštećenja,158,Da,22000,1332,Hibrid benzin,Automatski,2023,33000
Mercedes Benz,E 220,Bez oštećenja,170,Da,398000,2200,Dizel,Automatski,2010,11000
Ford,C-Max,Oštećen - u voznom stanju,90,Da,1,1596,Dizel,Manuelni,2009,2000
Mercedes Benz,E 320,Bez oštećenja,197,Da,250000,3222,Dizel,Automatski,2002,2299
Mini,Cooper D,Bez oštećenja,135,Da,180000,2000,Dizel,Automatski,2012,8999
Mercedes Benz,E 220,Bez oštećenja,210,Da,233330,2200,Dizel,Automatski,2014,14500
Mercedes Benz,C 220,Bez oštećenja,149,Da,260000,2200,Dizel,Manuelni,2005,4550
Volkswagen,Golf 7.5,Bez oštećenja,116,Da,180000,1600,Dizel,Automatski,2018,16000
Jaguar,F-Pace,Bez oštećenja,179,Da,95000,2000,Dizel,Automatski,2018,33500
Hyundai,i20,Bez oštećenja,91,Da,186000,1500,Benzin,Automatski,2010,4450
Citroen,C3,Bez oštećenja,93,Ne,249936,1600,Dizel,Manuelni,2011,5000
Škoda,Superb,Bez oštećenja,105,Da,303000,1598,Dizel,Manuelni,2013,7800
Audi,A3,Bez oštećenja,140,Da,240000,2000,Dizel,Manuelni,2007,6000
Volkswagen,Caddy,Bez oštećenja,102,Ne,226000,1600,Dizel,Manuelni,2014,7299
Mini,Cooper S,Bez oštećenja,170,Da,210000,1995,Dizel,Manuelni,2015,15000
BMW,X3,Bez oštećenja,286,Da,350000,3000,Dizel,Automatski,2007,6500
Volkswagen,Golf 6,Bez oštećenja,104,Da,261555,1589,Dizel,Manuelni,2011,6499
Volkswagen,Golf 3,Bez oštećenja,64,Da,341211,1897,Dizel,Manuelni,1993,55000
BMW,X1,Bez oštećenja,143,Da,216000,1995,Dizel,Automatski,2014,13600
Renault,Clio,Bez oštećenja,89,Ne,220000,1500,Dizel,Automatski,2014,7700
Renault,Captur,Bez oštećenja,145,Ne,124000,1598,Benzin,Automatski,2022,16500
Peugeot,2008,Bez oštećenja,102,Da,106000,1500,Dizel,Manuelni,2019,13000
Volkswagen,Golf 8,Bez oštećenja,116,Da,17000,116,Dizel,Tiptronik,2023,28000
Volkswagen,Tiguan,Bez oštećenja,170,Ne,1,1996,Benzin,Automatski,2009,4700
Mercedes Benz,E 200,Bez oštećenja,136,Da,366000,2143,Dizel,Manuelni,2010,12500
Renault,Megane,Oštećen - nije u voznom stanju,119,Da,260000,1900,Dizel,Manuelni,2003,65000
Mercedes Benz,E 200,Bez oštećenja,75,Da,345000,2000,Dizel,Manuelni,1995,3500
Mazda,CX-5,Bez oštećenja,149,Da,210000,2200,Dizel,Automatski,2014,11500
Audi,A3,Bez oštećenja,140,Da,191120,2000,Dizel,Manuelni,2009,8500
Mercedes Benz,A 180,Bez oštećenja,109,Da,192000,1461,Dizel,Manuelni,2016,15000
Audi,A4,Bez oštećenja,170,Da,223700,2000,Dizel,Manuelni,2010,9700
Fiat,Punto,Bez oštećenja,71,Da,200000,1696,Dizel,Manuelni,1995,55000
Renault,Talisman,Bez oštećenja,157,Da,192000,1600,Dizel,Automatski,2018,14000
BMW,318,Bez oštećenja,142,Da,290000,1993,Dizel,Automatski,2013,12500
Volkswagen,Golf 7,Bez oštećenja,104,Da,236000,1598,Dizel,Manuelni,2013,8900
BMW,335,Bez oštećenja,286,Da,270000,3000,Dizel,Automatski,2006,15000
Volkswagen,Passat,Bez oštećenja,140,Ne,215000,2000,Dizel,Manuelni,2012,8000
Škoda,Fabia,Bez oštećenja,85,Da,179980,1389,Benzin,Manuelni,2008,3350
Seat,Ibiza,Bez oštećenja,75,Ne,281000,1200,Dizel,Manuelni,2012,3800
Audi,A3,Bez oštećenja,140,Da,223746,20,Dizel,Manuelni,2007,6000
Volkswagen,Passat,Bez oštećenja,140,Ne,215000,2000,Dizel,Manuelni,2012,8000
Škoda,Fabia,Bez oštećenja,85,Da,179980,1389,Benzin,Manuelni,2008,3350
Seat,Ibiza,Bez oštećenja,75,Ne,281000,1200,Dizel,Manuelni,2012,3800
Audi,A3,Bez oštećenja,140,Da,223746,20,Dizel,Manuelni,2007,6000
Škoda,Superb,Bez oštećenja,150,Da,218000,2000,Dizel,Automatski,2016,15500
Lancia,Delta,Bez oštećenja,119,Da,235000,1600,Dizel,Manuelni,2009,5800
Volkswagen,Golf Plus,Bez oštećenja,105,Ne,290000,19,Dizel,Automatski,2011,6799
Volkswagen,Passat CC,Bez oštećenja,140,Da,260000,1968,Dizel,Manuelni,2008,8000
Škoda,Octavia,Bez oštećenja,149,Ne,234000,2000,Dizel,Manuelni,2016,13000
BMW,520,Bez oštećenja,184,Da,297000,2000,Dizel,Automatski,2012,19000
Mercedes Benz,A 180,Bez oštećenja,122,Da,218000,1600,Benzin,Tiptronik,2014,13000
Peugeot,208,Bez oštećenja,99,Ne,167000,1500,Dizel,Manuelni,2020,9950
Volkswagen,Golf Plus,Bez oštećenja,105,Da,235000,1900,Dizel,Manuelni,2008,5000
Audi,A3,Bez oštećenja,149,Da,213000,1986,Dizel,Manuelni,2013,10800
Volkswagen,Tiguan,Bez oštećenja,150,Da,181000,1968,Dizel,Automatski,2017,23800
Audi,A4,Bez oštećenja,115,Da,340000,1900,Dizel,Manuelni,2005,3600
Seat,Leon,Bez oštećenja,110,Da,223000,1600,Dizel,Manuelni,2013,8500
Audi,Q7,Bez oštećenja,272,Da,210000,3000,Dizel,Automatski,2016,42000
Audi,Q5,Bez oštećenja,170,Da,244000,1999,Dizel,Automatski,2012,14200
Volkswagen,Golf 7,Bez oštećenja,104,Da,318633,1600,Dizel,Manuelni,2014,7750
Land Rover,Freelander,Bez oštećenja,152,Da,315352,22000,Dizel,Manuelni,2007,7900
Toyota,Yaris,Bez oštećenja,90,Ne,212999,1400,Dizel,Manuelni,2014,7900
Mercedes Benz,B 180,Bez oštećenja,109,Da,248000,2000,Dizel,Manuelni,2011,5800
Volkswagen,Golf 4,Bez oštećenja,110,Da,366147,1990,Dizel,Manuelni,2003,2900
Volkswagen,Golf 7,Bez oštećenja,104,Da,285000,1600,Dizel,Manuelni,2014,7200
Volkswagen,Arteon,Bez oštećenja,190,Da,245990,1968,Dizel,Automatski,2018,22000
Volkswagen,Tiguan,Bez oštećenja,177,Ne,222999,2000,Dizel,Automatski,2014,14700
Škoda,Fabia,Bez oštećenja,74,Da,225000,1568,Dizel,Manuelni,2012,4500
Mini,Countryman,Bez oštećenja,82,Da,220000,1598,Dizel,Manuelni,2012,10500
Volkswagen,Golf 6,Bez oštećenja,110,Ne,191999,2000,Dizel,Manuelni,2009,7900
Audi,A4,Bez oštećenja,136,Da,250000,2000,Dizel,Manuelni,2010,9900
Audi,A4,Bez oštećenja,120,Da,291360,1989,Dizel,Manuelni,2011,9300
Nissan,Qashqai,Bez oštećenja,106,Da,236200,1461,Dizel,Manuelni,2008,6450
Audi,A6 Allroad,Bez oštećenja,233,Da,300000,3000,Dizel,Automatski,2007,7250
Audi,A4,Bez oštećenja,149,Da,260000,2000,Dizel,Manuelni,2013,10490
Opel,Insignia,Bez oštećenja,136,Da,180123,1600,Dizel,Automatski,2018,15300
Audi,A4,Bez oštećenja,136,Da,250000,2000,Dizel,Manuelni,2010,9900
Audi,A4,Bez oštećenja,120,Da,291360,1989,Dizel,Manuelni,2011,9300
Nissan,Qashqai,Bez oštećenja,106,Da,236200,1461,Dizel,Manuelni,2008,6450
Audi,A6 Allroad,Bez oštećenja,233,Da,300000,3000,Dizel,Automatski,2007,7250
Audi,A4,Bez oštećenja,149,Da,260000,2000,Dizel,Manuelni,2013,10490
Opel,Insignia,Bez oštećenja,136,Da,180123,1600,Dizel,Automatski,2018,15300
Volkswagen,Golf Plus,Bez oštećenja,105,Da,257000,1900,Dizel,Manuelni,2006,4650
Smart,forTwo,Bez oštećenja,90,Ne,146000,898,Benzin,Manuelni,2014,8550
Volkswagen,Golf 3,Bez oštećenja,74,Da,111111,1900,Dizel,Manuelni,1993,85000
Audi,Q5,Bez oštećenja,177,Da,156700,1968,Dizel,Automatski,2014,19000
Peugeot,207,Bez oštećenja,89,Da,245000,1400,Dizel,Manuelni,2006,2900
Volkswagen,Touareg,Bez oštećenja,244,Da,310000,3000,Dizel,Automatski,2013,19900
Volkswagen,Passat,Bez oštećenja,119,Da,263000,1598,Dizel,Manuelni,2015,12000
BMW,520,Bez oštećenja,217,Da,252235,2000,Dizel,Automatski,2011,13000
Volvo,V40,Bez oštećenja,115,Da,240000,1600,Dizel,Automatski,2014,11000
Citroen,C5,Bez oštećenja,108,Da,360000,1560,Dizel,Manuelni,2008,4450
Audi,Q3,Bez oštećenja,177,Da,245000,2000,Dizel,Automatski,2013,15500
Volkswagen,Golf 8,Bez oštećenja,149,Da,172500,2000,Dizel,Automatski,2020,22000
Škoda,Fabia,Bez oštećenja,90,Da,105624,1398,Dizel,Manuelni,2018,8500
Peugeot,207,Bez oštećenja,68,Da,266500,1398,Dizel,Manuelni,2010,2600
Kia,Sportage,Bez oštećenja,115,Da,180740,1700,Dizel,Manuelni,2012,10700
Volkswagen,Golf 7,Bez oštećenja,104,Ne,249000,1598,Dizel,Manuelni,2013,9500
Fiat,Fiorino,Bez oštećenja,75,Da,118900,1300,Dizel,Manuelni,2013,5000
Mercedes Benz,C 220,Bez oštećenja,149,Da,250000,2200,Dizel,Manuelni,2005,6000
Renault,Clio,Bez oštećenja,75,Da,229000,1500,Dizel,Manuelni,2012,3850
Peugeot,2008,Bez oštećenja,99,Ne,220000,1560,Dizel,Manuelni,2015,8400
Peugeot,207,Bez oštećenja,110,Da,210000,159828,Benzin,Manuelni,2007,2600
Volkswagen,Passat,Bez oštećenja,101,Da,325624,1900,Dizel,Manuelni,2004,2700
Škoda,Octavia,Bez oštećenja,110,Ne,217453,1600,Dizel,Automatski,2015,7500
Alfa Romeo,159,Bez oštećenja,170,Ne,210000,2000,Dizel,Manuelni,2010,3950
Audi,A6,Bez oštećenja,204,Da,130000,2000,Dizel,Automatski,2019,34700
Kia,Carnival,Bez oštećenja,144,Da,300000,2900,Dizel,Manuelni,2002,1700
Mazda,CX-5,Bez oštećenja,175,Ne,193000,2200,Dizel,Automatski,2012,11200
Porsche,Cayenne,Bez oštećenja,245,Da,214000,3000,Dizel,Automatski,2014,33000
Volkswagen,Polo,Bez oštećenja,74,Ne,220000,1200,Dizel,Manuelni,2010,4950
BMW,520,Bez oštećenja,184,Da,228000,2000,Dizel,Automatski,2013,19200
Volkswagen,Polo,Bez oštećenja,74,Ne,220000,1200,Dizel,Manuelni,2010,4950
BMW,520,Bez oštećenja,184,Da,228000,2000,Dizel,Automatski,2013,19200
Seat,Leon,Bez oštećenja,110,Ne,207000,1598,Dizel,Manuelni,2016,8450
Audi,A3,Bez oštećenja,140,Da,230000,1986,Dizel,Manuelni,2011,9350
Mercedes Benz,E 220,Bez oštećenja,150,Da,310530,2456,Dizel,Manuelni,2003,4600
Volkswagen,Golf 4,Bez oštećenja,131,Da,389855,1891,Dizel,Manuelni,2002,2000
Hyundai,iX35,Bez oštećenja,183,Ne,215000,1995,Dizel,Manuelni,2010,8400
Renault,Laguna,Bez oštećenja,108,Da,270000,1500,Dizel,Manuelni,2007,2000
Volkswagen,Golf 7.5,Bez oštećenja,149,Da,184000,1968,Dizel,Manuelni,2017,17000
Kia,Sportage,Bez oštećenja,115,Ne,209000,1700,Dizel,Manuelni,2011,9900
Peugeot,3008,Bez oštećenja,156,Da,171500,1589,Benzin,Manuelni,2010,5999
Land Rover,Discovery,Bez oštećenja,149,Da,87000,1999,Dizel,Automatski,2018,26000
Volkswagen,Golf 6,Bez oštećenja,105,Da,260000,1600,Dizel,Manuelni,2010,6200
BMW,X6,Bez oštećenja,286,Da,280000,3000,Dizel,Automatski,2008,20000
Škoda,Octavia,Bez oštećenja,104,Ne,230000,1600,Dizel,Manuelni,2010,5850
Volkswagen,Golf 5,Bez oštećenja,105,Da,302298,1900,Dizel,Manuelni,2005,4350
Opel,Corsa,Bez oštećenja,74,Da,161350,1200,Benzin,Manuelni,2002,1300
Ford,Focus,Bez oštećenja,116,Da,255000,1568,Dizel,Manuelni,2013,6800
Volkswagen,Passat,Bez oštećenja,130,Da,290000,1900,Dizel,Manuelni,2002,1350
Opel,Zafira,Bez oštećenja,130,Da,215000,1900,Dizel,Manuelni,2014,8500
BMW,X1,Bez oštećenja,176,Da,253000,1998,Dizel,Manuelni,2012,12800
Toyota,RAV 4,Bez oštećenja,134,Da,1111111,2200,Dizel,Manuelni,2008,8800
BMW,116,Bez oštećenja,116,Ne,147000,1496,Dizel,Automatski,2019,18900
Renault,Clio,Bez oštećenja,86,Da,139000,1461,Dizel,Manuelni,2020,10300
Volkswagen,Jetta,Bez oštećenja,140,Da,290000,1968,Dizel,Manuelni,2006,4000
BMW,i3,Bez oštećenja,170,Da,125000,,Električno,,2014,14000
Mercedes Benz,B 220,Bez oštećenja,177,Da,170000,2000,Dizel,Automatski,2013,13900
Volvo,S90,Bez oštećenja,150,Da,170000,1986,Dizel,Automatski,2017,27999
Renault,Megane,Bez oštećenja,86,Da,285000,1461,Dizel,Manuelni,2010,3700
Opel,Astra,Bez oštećenja,100,Da,260000,1686,Dizel,Manuelni,2006,2400
Renault,Megane Conquest,Bez oštećenja,142,Da,29000,1500,Benzin,Automatski,2021,24520
Volkswagen,Golf 6,Bez oštećenja,170,Da,222035,2000,Dizel,Manuelni,2011,10300
Renault,Clio,Bez oštećenja,86,Da,312000,1500,Dizel,Manuelni,2008,3300
Nissan,X-Trail,Bez oštećenja,136,Da,222222,2192,Dizel,Manuelni,2006,5300
Mercedes Benz,E 350,Bez oštećenja,265,Da,330000,3000,Dizel,Automatski,2011,14000
Fiat,595 Abarth,Bez oštećenja,199,Da,131000,1368,Benzin,Automatski,2015,16400
Mercedes Benz,E 350,Bez oštećenja,265,Da,330000,3000,Dizel,Automatski,2011,14000
Fiat,595 Abarth,Bez oštećenja,199,Da,131000,1368,Benzin,Automatski,2015,16400
Volkswagen,Golf 6,Bez oštećenja,104,Da,230000,1600,Dizel,Manuelni,2011,6300
Renault,Kangoo,Bez oštećenja,68,Da,215000,1500,Dizel,Manuelni,2010,3250
Mercedes Benz,A 140,Bez oštećenja,81,Da,200000,1397,Benzin,Manuelni,2001,2350
Volkswagen,Golf 6,Bez oštećenja,140,Da,255123,2000,Dizel,Manuelni,2011,7800
Volkswagen,Golf 7,Bez oštećenja,150,Da,213000,2000,Dizel,Manuelni,2016,13000
Citroen,C4,Bez oštećenja,136,Da,222222,2000,Dizel,Manuelni,2006,1600
Volkswagen,Golf 6,Bez oštećenja,140,Ne,231000,2000,Dizel,Automatski,2012,8500
